date,value,item
1997-11-01,1.271,"Gasoline, all types, per gallon/3.785 liters"
1998-11-01,1.086,"Gasoline, all types, per gallon/3.785 liters"
1999-11-01,1.319,"Gasoline, all types, per gallon/3.785 liters"
2000-11-01,1.608,"Gasoline, all types, per gallon/3.785 liters"
2001-11-01,1.324,"Gasoline, all types, per gallon/3.785 liters"
2002-11-01,1.534,"Gasoline, all types, per gallon/3.785 liters"
2003-11-01,1.578,"Gasoline, all types, per gallon/3.785 liters"
2004-11-01,2.053,"Gasoline, all types, per gallon/3.785 liters"
2005-11-01,2.387,"Gasoline, all types, per gallon/3.785 liters"
2006-11-01,2.287,"Gasoline, all types, per gallon/3.785 liters"
2007-11-01,3.118,"Gasoline, all types, per gallon/3.785 liters"
2008-11-01,2.208,"Gasoline, all types, per gallon/3.785 liters"
2009-11-01,2.709,"Gasoline, all types, per gallon/3.785 liters"
2010-11-01,2.899,"Gasoline, all types, per gallon/3.785 liters"
2011-11-01,3.475,"Gasoline, all types, per gallon/3.785 liters"
2012-11-01,3.542,"Gasoline, all types, per gallon/3.785 liters"
2013-11-01,3.31,"Gasoline, all types, per gallon/3.785 liters"
2014-11-01,2.945,"Gasoline, all types, per gallon/3.785 liters"
2015-11-01,2.249,"Gasoline, all types, per gallon/3.785 liters"
2016-11-01,2.246,"Gasoline, all types, per gallon/3.785 liters"
2017-11-01,2.608,"Gasoline, all types, per gallon/3.785 liters"
2018-11-01,2.733,"Gasoline, all types, per gallon/3.785 liters"
2019-11-01,2.687,"Gasoline, all types, per gallon/3.785 liters"
2020-11-01,,"Gasoline, all types, per gallon/3.785 liters"
1978-12-01,0.685,"Gasoline, all types, per gallon/3.785 liters"
1979-12-01,1.042,"Gasoline, all types, per gallon/3.785 liters"
1980-12-01,1.231,"Gasoline, all types, per gallon/3.785 liters"
1981-12-01,1.348,"Gasoline, all types, per gallon/3.785 liters"
1982-12-01,1.244,"Gasoline, all types, per gallon/3.785 liters"
1983-12-01,1.215,"Gasoline, all types, per gallon/3.785 liters"
1984-12-01,1.179,"Gasoline, all types, per gallon/3.785 liters"
1985-12-01,1.203,"Gasoline, all types, per gallon/3.785 liters"
1986-12-01,0.83,"Gasoline, all types, per gallon/3.785 liters"
1987-12-01,0.975,"Gasoline, all types, per gallon/3.785 liters"
1988-12-01,0.953,"Gasoline, all types, per gallon/3.785 liters"
1989-12-01,1.03,"Gasoline, all types, per gallon/3.785 liters"
1990-12-01,1.41,"Gasoline, all types, per gallon/3.785 liters"
1991-12-01,1.182,"Gasoline, all types, per gallon/3.785 liters"
1992-12-01,1.201,"Gasoline, all types, per gallon/3.785 liters"
1993-12-01,1.136,"Gasoline, all types, per gallon/3.785 liters"
1994-12-01,1.203,"Gasoline, all types, per gallon/3.785 liters"
1995-12-01,1.16,"Gasoline, all types, per gallon/3.785 liters"
1996-12-01,1.318,"Gasoline, all types, per gallon/3.785 liters"
1997-12-01,1.236,"Gasoline, all types, per gallon/3.785 liters"
1998-12-01,1.046,"Gasoline, all types, per gallon/3.785 liters"
1999-12-01,1.353,"Gasoline, all types, per gallon/3.785 liters"
2000-12-01,1.544,"Gasoline, all types, per gallon/3.785 liters"
2001-12-01,1.2,"Gasoline, all types, per gallon/3.785 liters"
2002-12-01,1.477,"Gasoline, all types, per gallon/3.785 liters"
2003-12-01,1.538,"Gasoline, all types, per gallon/3.785 liters"
2004-12-01,1.926,"Gasoline, all types, per gallon/3.785 liters"
2005-12-01,2.23,"Gasoline, all types, per gallon/3.785 liters"
2006-12-01,2.38,"Gasoline, all types, per gallon/3.785 liters"
2007-12-01,3.069,"Gasoline, all types, per gallon/3.785 liters"
2008-12-01,1.742,"Gasoline, all types, per gallon/3.785 liters"
2009-12-01,2.671,"Gasoline, all types, per gallon/3.785 liters"
2010-12-01,3.031,"Gasoline, all types, per gallon/3.785 liters"
2011-12-01,3.329,"Gasoline, all types, per gallon/3.785 liters"
2012-12-01,3.386,"Gasoline, all types, per gallon/3.785 liters"
2013-12-01,3.333,"Gasoline, all types, per gallon/3.785 liters"
2014-12-01,2.618,"Gasoline, all types, per gallon/3.785 liters"
2015-12-01,2.125,"Gasoline, all types, per gallon/3.785 liters"
2016-12-01,2.289,"Gasoline, all types, per gallon/3.785 liters"
2017-12-01,2.521,"Gasoline, all types, per gallon/3.785 liters"
2018-12-01,2.479,"Gasoline, all types, per gallon/3.785 liters"
2019-12-01,2.652,"Gasoline, all types, per gallon/3.785 liters"
2020-12-01,,"Gasoline, all types, per gallon/3.785 liters"
1980-01-01,1.453,"Bacon, sliced, per lb. (453.6 gm)"
1981-01-01,1.668,"Bacon, sliced, per lb. (453.6 gm)"
1982-01-01,1.747,"Bacon, sliced, per lb. (453.6 gm)"
1983-01-01,2.123,"Bacon, sliced, per lb. (453.6 gm)"
1984-01-01,1.812,"Bacon, sliced, per lb. (453.6 gm)"
1985-01-01,1.952,"Bacon, sliced, per lb. (453.6 gm)"
1986-01-01,1.935,"Bacon, sliced, per lb. (453.6 gm)"
1987-01-01,2.118,"Bacon, sliced, per lb. (453.6 gm)"
1988-01-01,1.954,"Bacon, sliced, per lb. (453.6 gm)"
1989-01-01,1.805,"Bacon, sliced, per lb. (453.6 gm)"
1990-01-01,1.966,"Bacon, sliced, per lb. (453.6 gm)"
1991-01-01,2.257,"Bacon, sliced, per lb. (453.6 gm)"
1992-01-01,1.957,"Bacon, sliced, per lb. (453.6 gm)"
1993-01-01,1.874,"Bacon, sliced, per lb. (453.6 gm)"
1994-01-01,2.041,"Bacon, sliced, per lb. (453.6 gm)"
1995-01-01,1.93,"Bacon, sliced, per lb. (453.6 gm)"
1996-01-01,2.138,"Bacon, sliced, per lb. (453.6 gm)"
1997-01-01,2.664,"Bacon, sliced, per lb. (453.6 gm)"
1998-01-01,2.644,"Bacon, sliced, per lb. (453.6 gm)"
1999-01-01,2.523,"Bacon, sliced, per lb. (453.6 gm)"
2000-01-01,2.75,"Bacon, sliced, per lb. (453.6 gm)"
2001-01-01,2.994,"Bacon, sliced, per lb. (453.6 gm)"
2002-01-01,3.271,"Bacon, sliced, per lb. (453.6 gm)"
2003-01-01,3.195,"Bacon, sliced, per lb. (453.6 gm)"
2004-01-01,3.157,"Bacon, sliced, per lb. (453.6 gm)"
2005-01-01,3.367,"Bacon, sliced, per lb. (453.6 gm)"
2006-01-01,3.364,"Bacon, sliced, per lb. (453.6 gm)"
2007-01-01,3.51,"Bacon, sliced, per lb. (453.6 gm)"
2008-01-01,3.652,"Bacon, sliced, per lb. (453.6 gm)"
2009-01-01,3.73,"Bacon, sliced, per lb. (453.6 gm)"
2010-01-01,3.63,"Bacon, sliced, per lb. (453.6 gm)"
2011-01-01,4.25,"Bacon, sliced, per lb. (453.6 gm)"
2012-01-01,4.571,"Bacon, sliced, per lb. (453.6 gm)"
2013-01-01,4.722,"Bacon, sliced, per lb. (453.6 gm)"
2014-01-01,5.563,"Bacon, sliced, per lb. (453.6 gm)"
2015-01-01,5.589,"Bacon, sliced, per lb. (453.6 gm)"
2016-01-01,5.656,"Bacon, sliced, per lb. (453.6 gm)"
2017-01-01,5.18,"Bacon, sliced, per lb. (453.6 gm)"
2018-01-01,5.654,"Bacon, sliced, per lb. (453.6 gm)"
2019-01-01,5.518,"Bacon, sliced, per lb. (453.6 gm)"
2020-01-01,5.505,"Bacon, sliced, per lb. (453.6 gm)"
1980-02-01,1.41,"Bacon, sliced, per lb. (453.6 gm)"
1981-02-01,1.638,"Bacon, sliced, per lb. (453.6 gm)"
1982-02-01,1.811,"Bacon, sliced, per lb. (453.6 gm)"
1983-02-01,2.147,"Bacon, sliced, per lb. (453.6 gm)"
1984-02-01,1.881,"Bacon, sliced, per lb. (453.6 gm)"
1985-02-01,1.966,"Bacon, sliced, per lb. (453.6 gm)"
1986-02-01,1.956,"Bacon, sliced, per lb. (453.6 gm)"
1987-02-01,2.091,"Bacon, sliced, per lb. (453.6 gm)"
1988-02-01,1.94,"Bacon, sliced, per lb. (453.6 gm)"
1989-02-01,1.799,"Bacon, sliced, per lb. (453.6 gm)"
1990-02-01,2.009,"Bacon, sliced, per lb. (453.6 gm)"
1991-02-01,2.301,"Bacon, sliced, per lb. (453.6 gm)"
1992-02-01,1.954,"Bacon, sliced, per lb. (453.6 gm)"
1993-02-01,1.84,"Bacon, sliced, per lb. (453.6 gm)"
1994-02-01,2.019,"Bacon, sliced, per lb. (453.6 gm)"
1995-02-01,1.93,"Bacon, sliced, per lb. (453.6 gm)"
1996-02-01,2.203,"Bacon, sliced, per lb. (453.6 gm)"
1997-02-01,2.651,"Bacon, sliced, per lb. (453.6 gm)"
1998-02-01,2.623,"Bacon, sliced, per lb. (453.6 gm)"
1999-02-01,2.52,"Bacon, sliced, per lb. (453.6 gm)"
2000-02-01,2.871,"Bacon, sliced, per lb. (453.6 gm)"
2001-02-01,3.065,"Bacon, sliced, per lb. (453.6 gm)"
2002-02-01,3.317,"Bacon, sliced, per lb. (453.6 gm)"
2003-02-01,3.281,"Bacon, sliced, per lb. (453.6 gm)"
2004-02-01,3.189,"Bacon, sliced, per lb. (453.6 gm)"
2005-02-01,3.395,"Bacon, sliced, per lb. (453.6 gm)"
2006-02-01,3.385,"Bacon, sliced, per lb. (453.6 gm)"
2007-02-01,3.566,"Bacon, sliced, per lb. (453.6 gm)"
2008-02-01,3.62,"Bacon, sliced, per lb. (453.6 gm)"
2009-02-01,3.62,"Bacon, sliced, per lb. (453.6 gm)"
2010-02-01,3.642,"Bacon, sliced, per lb. (453.6 gm)"
2011-02-01,4.366,"Bacon, sliced, per lb. (453.6 gm)"
2012-02-01,4.655,"Bacon, sliced, per lb. (453.6 gm)"
2013-02-01,4.831,"Bacon, sliced, per lb. (453.6 gm)"
2014-02-01,5.461,"Bacon, sliced, per lb. (453.6 gm)"
2015-02-01,5.472,"Bacon, sliced, per lb. (453.6 gm)"
2016-02-01,5.394,"Bacon, sliced, per lb. (453.6 gm)"
2017-02-01,5.334,"Bacon, sliced, per lb. (453.6 gm)"
2018-02-01,5.533,"Bacon, sliced, per lb. (453.6 gm)"
2019-02-01,5.502,"Bacon, sliced, per lb. (453.6 gm)"
2020-02-01,5.497,"Bacon, sliced, per lb. (453.6 gm)"
1980-03-01,1.361,"Bacon, sliced, per lb. (453.6 gm)"
1981-03-01,1.596,"Bacon, sliced, per lb. (453.6 gm)"
1982-03-01,1.824,"Bacon, sliced, per lb. (453.6 gm)"
1983-03-01,2.072,"Bacon, sliced, per lb. (453.6 gm)"
1984-03-01,1.803,"Bacon, sliced, per lb. (453.6 gm)"
1985-03-01,1.956,"Bacon, sliced, per lb. (453.6 gm)"
1986-03-01,1.892,"Bacon, sliced, per lb. (453.6 gm)"
1987-03-01,2.095,"Bacon, sliced, per lb. (453.6 gm)"
1988-03-01,1.919,"Bacon, sliced, per lb. (453.6 gm)"
1989-03-01,1.787,"Bacon, sliced, per lb. (453.6 gm)"
1990-03-01,1.991,"Bacon, sliced, per lb. (453.6 gm)"
1991-03-01,2.318,"Bacon, sliced, per lb. (453.6 gm)"
1992-03-01,1.922,"Bacon, sliced, per lb. (453.6 gm)"
1993-03-01,1.802,"Bacon, sliced, per lb. (453.6 gm)"
1994-03-01,2.017,"Bacon, sliced, per lb. (453.6 gm)"
1995-03-01,1.91,"Bacon, sliced, per lb. (453.6 gm)"
1996-03-01,2.202,"Bacon, sliced, per lb. (453.6 gm)"
1997-03-01,2.657,"Bacon, sliced, per lb. (453.6 gm)"
1998-03-01,2.539,"Bacon, sliced, per lb. (453.6 gm)"
1999-03-01,2.507,"Bacon, sliced, per lb. (453.6 gm)"
2000-03-01,2.928,"Bacon, sliced, per lb. (453.6 gm)"
2001-03-01,3.159,"Bacon, sliced, per lb. (453.6 gm)"
2002-03-01,3.266,"Bacon, sliced, per lb. (453.6 gm)"
2003-03-01,3.216,"Bacon, sliced, per lb. (453.6 gm)"
2004-03-01,3.129,"Bacon, sliced, per lb. (453.6 gm)"
2005-03-01,3.355,"Bacon, sliced, per lb. (453.6 gm)"
2006-03-01,3.396,"Bacon, sliced, per lb. (453.6 gm)"
2007-03-01,3.464,"Bacon, sliced, per lb. (453.6 gm)"
2008-03-01,3.623,"Bacon, sliced, per lb. (453.6 gm)"
2009-03-01,3.59,"Bacon, sliced, per lb. (453.6 gm)"
2010-03-01,3.669,"Bacon, sliced, per lb. (453.6 gm)"
2011-03-01,4.537,"Bacon, sliced, per lb. (453.6 gm)"
2012-03-01,4.6,"Bacon, sliced, per lb. (453.6 gm)"
2013-03-01,4.909,"Bacon, sliced, per lb. (453.6 gm)"
2014-03-01,5.552,"Bacon, sliced, per lb. (453.6 gm)"
2015-03-01,5.367,"Bacon, sliced, per lb. (453.6 gm)"
2016-03-01,5.494,"Bacon, sliced, per lb. (453.6 gm)"
2017-03-01,5.745,"Bacon, sliced, per lb. (453.6 gm)"
2018-03-01,5.527,"Bacon, sliced, per lb. (453.6 gm)"
2019-03-01,5.608,"Bacon, sliced, per lb. (453.6 gm)"
2020-03-01,5.257,"Bacon, sliced, per lb. (453.6 gm)"
1980-04-01,1.323,"Bacon, sliced, per lb. (453.6 gm)"
1981-04-01,1.53,"Bacon, sliced, per lb. (453.6 gm)"
1982-04-01,1.894,"Bacon, sliced, per lb. (453.6 gm)"
1983-04-01,2.003,"Bacon, sliced, per lb. (453.6 gm)"
1984-04-01,1.798,"Bacon, sliced, per lb. (453.6 gm)"
1985-04-01,1.948,"Bacon, sliced, per lb. (453.6 gm)"
1986-04-01,1.871,"Bacon, sliced, per lb. (453.6 gm)"
1987-04-01,2.076,"Bacon, sliced, per lb. (453.6 gm)"
1988-04-01,1.907,"Bacon, sliced, per lb. (453.6 gm)"
1989-04-01,1.747,"Bacon, sliced, per lb. (453.6 gm)"
1990-04-01,1.979,"Bacon, sliced, per lb. (453.6 gm)"
1991-04-01,2.271,"Bacon, sliced, per lb. (453.6 gm)"
1992-04-01,1.915,"Bacon, sliced, per lb. (453.6 gm)"
1993-04-01,1.892,"Bacon, sliced, per lb. (453.6 gm)"
1994-04-01,2.063,"Bacon, sliced, per lb. (453.6 gm)"
1995-04-01,1.89,"Bacon, sliced, per lb. (453.6 gm)"
1996-04-01,2.242,"Bacon, sliced, per lb. (453.6 gm)"
1997-04-01,2.66,"Bacon, sliced, per lb. (453.6 gm)"
1998-04-01,2.444,"Bacon, sliced, per lb. (453.6 gm)"
1999-04-01,2.445,"Bacon, sliced, per lb. (453.6 gm)"
2000-04-01,2.953,"Bacon, sliced, per lb. (453.6 gm)"
2001-04-01,3.114,"Bacon, sliced, per lb. (453.6 gm)"
2002-04-01,3.257,"Bacon, sliced, per lb. (453.6 gm)"
2003-04-01,3.287,"Bacon, sliced, per lb. (453.6 gm)"
2004-04-01,3.196,"Bacon, sliced, per lb. (453.6 gm)"
2005-04-01,3.331,"Bacon, sliced, per lb. (453.6 gm)"
2006-04-01,3.343,"Bacon, sliced, per lb. (453.6 gm)"
2007-04-01,3.496,"Bacon, sliced, per lb. (453.6 gm)"
2008-04-01,3.554,"Bacon, sliced, per lb. (453.6 gm)"
2009-04-01,3.581,"Bacon, sliced, per lb. (453.6 gm)"
2010-04-01,3.643,"Bacon, sliced, per lb. (453.6 gm)"
2011-04-01,4.662,"Bacon, sliced, per lb. (453.6 gm)"
2012-04-01,4.533,"Bacon, sliced, per lb. (453.6 gm)"
2013-04-01,4.887,"Bacon, sliced, per lb. (453.6 gm)"
2014-04-01,5.69,"Bacon, sliced, per lb. (453.6 gm)"
2015-04-01,5.211,"Bacon, sliced, per lb. (453.6 gm)"
2016-04-01,5.613,"Bacon, sliced, per lb. (453.6 gm)"
2017-04-01,5.775,"Bacon, sliced, per lb. (453.6 gm)"
2018-04-01,5.421,"Bacon, sliced, per lb. (453.6 gm)"
2019-04-01,5.552,"Bacon, sliced, per lb. (453.6 gm)"
2020-04-01,5.346,"Bacon, sliced, per lb. (453.6 gm)"
1980-05-01,1.266,"Bacon, sliced, per lb. (453.6 gm)"
1981-05-01,1.548,"Bacon, sliced, per lb. (453.6 gm)"
1982-05-01,1.982,"Bacon, sliced, per lb. (453.6 gm)"
1983-05-01,1.951,"Bacon, sliced, per lb. (453.6 gm)"
1984-05-01,1.817,"Bacon, sliced, per lb. (453.6 gm)"
1985-05-01,1.928,"Bacon, sliced, per lb. (453.6 gm)"
1986-05-01,1.869,"Bacon, sliced, per lb. (453.6 gm)"
1987-05-01,2.112,"Bacon, sliced, per lb. (453.6 gm)"
1988-05-01,1.9,"Bacon, sliced, per lb. (453.6 gm)"
1989-05-01,1.68,"Bacon, sliced, per lb. (453.6 gm)"
1990-05-01,2.044,"Bacon, sliced, per lb. (453.6 gm)"
1991-05-01,2.311,"Bacon, sliced, per lb. (453.6 gm)"
1992-05-01,1.904,"Bacon, sliced, per lb. (453.6 gm)"
1993-05-01,1.91,"Bacon, sliced, per lb. (453.6 gm)"
1994-05-01,2.016,"Bacon, sliced, per lb. (453.6 gm)"
1995-05-01,1.918,"Bacon, sliced, per lb. (453.6 gm)"
1996-05-01,2.345,"Bacon, sliced, per lb. (453.6 gm)"
1997-05-01,2.627,"Bacon, sliced, per lb. (453.6 gm)"
1998-05-01,2.438,"Bacon, sliced, per lb. (453.6 gm)"
1999-05-01,2.474,"Bacon, sliced, per lb. (453.6 gm)"
2000-05-01,3.006,"Bacon, sliced, per lb. (453.6 gm)"
2001-05-01,3.256,"Bacon, sliced, per lb. (453.6 gm)"
2002-05-01,3.182,"Bacon, sliced, per lb. (453.6 gm)"
2003-05-01,3.086,"Bacon, sliced, per lb. (453.6 gm)"
2004-05-01,3.33,"Bacon, sliced, per lb. (453.6 gm)"
2005-05-01,3.56,"Bacon, sliced, per lb. (453.6 gm)"
2006-05-01,3.309,"Bacon, sliced, per lb. (453.6 gm)"
2007-05-01,3.651,"Bacon, sliced, per lb. (453.6 gm)"
2008-05-01,3.637,"Bacon, sliced, per lb. (453.6 gm)"
2009-05-01,3.663,"Bacon, sliced, per lb. (453.6 gm)"
2010-05-01,3.862,"Bacon, sliced, per lb. (453.6 gm)"
2011-05-01,4.77,"Bacon, sliced, per lb. (453.6 gm)"
2012-05-01,4.385,"Bacon, sliced, per lb. (453.6 gm)"
2013-05-01,5.092,"Bacon, sliced, per lb. (453.6 gm)"
2014-05-01,6.048,"Bacon, sliced, per lb. (453.6 gm)"
2015-05-01,4.94,"Bacon, sliced, per lb. (453.6 gm)"
2016-05-01,5.552,"Bacon, sliced, per lb. (453.6 gm)"
2017-05-01,5.699,"Bacon, sliced, per lb. (453.6 gm)"
2018-05-01,5.452,"Bacon, sliced, per lb. (453.6 gm)"
2019-05-01,5.812,"Bacon, sliced, per lb. (453.6 gm)"
2020-05-01,5.348,"Bacon, sliced, per lb. (453.6 gm)"
1980-06-01,1.271,"Bacon, sliced, per lb. (453.6 gm)"
1981-06-01,1.601,"Bacon, sliced, per lb. (453.6 gm)"
1982-06-01,2.07,"Bacon, sliced, per lb. (453.6 gm)"
1983-06-01,1.91,"Bacon, sliced, per lb. (453.6 gm)"
1984-06-01,1.832,"Bacon, sliced, per lb. (453.6 gm)"
1985-06-01,1.894,"Bacon, sliced, per lb. (453.6 gm)"
1986-06-01,1.953,"Bacon, sliced, per lb. (453.6 gm)"
1987-06-01,2.126,"Bacon, sliced, per lb. (453.6 gm)"
1988-06-01,1.904,"Bacon, sliced, per lb. (453.6 gm)"
1989-06-01,1.692,"Bacon, sliced, per lb. (453.6 gm)"
1990-06-01,2.147,"Bacon, sliced, per lb. (453.6 gm)"
1991-06-01,2.305,"Bacon, sliced, per lb. (453.6 gm)"
1992-06-01,1.926,"Bacon, sliced, per lb. (453.6 gm)"
1993-06-01,1.949,"Bacon, sliced, per lb. (453.6 gm)"
1994-06-01,1.985,"Bacon, sliced, per lb. (453.6 gm)"
1995-06-01,1.896,"Bacon, sliced, per lb. (453.6 gm)"
1996-06-01,2.493,"Bacon, sliced, per lb. (453.6 gm)"
1997-06-01,2.694,"Bacon, sliced, per lb. (453.6 gm)"
1998-06-01,2.457,"Bacon, sliced, per lb. (453.6 gm)"
1999-06-01,2.504,"Bacon, sliced, per lb. (453.6 gm)"
2000-06-01,3.132,"Bacon, sliced, per lb. (453.6 gm)"
2001-06-01,3.253,"Bacon, sliced, per lb. (453.6 gm)"
2002-06-01,3.193,"Bacon, sliced, per lb. (453.6 gm)"
2003-06-01,3.136,"Bacon, sliced, per lb. (453.6 gm)"
2004-06-01,3.42,"Bacon, sliced, per lb. (453.6 gm)"
2005-06-01,3.457,"Bacon, sliced, per lb. (453.6 gm)"
2006-06-01,3.399,"Bacon, sliced, per lb. (453.6 gm)"
2007-06-01,3.657,"Bacon, sliced, per lb. (453.6 gm)"
2008-06-01,3.655,"Bacon, sliced, per lb. (453.6 gm)"
2009-06-01,3.621,"Bacon, sliced, per lb. (453.6 gm)"
2010-06-01,4.046,"Bacon, sliced, per lb. (453.6 gm)"
2011-06-01,4.84,"Bacon, sliced, per lb. (453.6 gm)"
2012-06-01,4.326,"Bacon, sliced, per lb. (453.6 gm)"
2013-06-01,5.334,"Bacon, sliced, per lb. (453.6 gm)"
2014-06-01,6.106,"Bacon, sliced, per lb. (453.6 gm)"
2015-06-01,5.059,"Bacon, sliced, per lb. (453.6 gm)"
2016-06-01,5.374,"Bacon, sliced, per lb. (453.6 gm)"
2017-06-01,5.665,"Bacon, sliced, per lb. (453.6 gm)"
2018-06-01,5.247,"Bacon, sliced, per lb. (453.6 gm)"
2019-06-01,5.878,"Bacon, sliced, per lb. (453.6 gm)"
2020-06-01,5.772,"Bacon, sliced, per lb. (453.6 gm)"
1980-07-01,1.371,"Bacon, sliced, per lb. (453.6 gm)"
1981-07-01,1.665,"Bacon, sliced, per lb. (453.6 gm)"
1982-07-01,2.101,"Bacon, sliced, per lb. (453.6 gm)"
1983-07-01,1.918,"Bacon, sliced, per lb. (453.6 gm)"
1984-07-01,1.901,"Bacon, sliced, per lb. (453.6 gm)"
1985-07-01,1.951,"Bacon, sliced, per lb. (453.6 gm)"
1986-07-01,2.157,"Bacon, sliced, per lb. (453.6 gm)"
1987-07-01,2.231,"Bacon, sliced, per lb. (453.6 gm)"
1988-07-01,1.908,"Bacon, sliced, per lb. (453.6 gm)"
1989-07-01,1.71,"Bacon, sliced, per lb. (453.6 gm)"
1990-07-01,2.21,"Bacon, sliced, per lb. (453.6 gm)"
1991-07-01,2.309,"Bacon, sliced, per lb. (453.6 gm)"
1992-07-01,1.937,"Bacon, sliced, per lb. (453.6 gm)"
1993-07-01,1.955,"Bacon, sliced, per lb. (453.6 gm)"
1994-07-01,2,"Bacon, sliced, per lb. (453.6 gm)"
1995-07-01,1.906,"Bacon, sliced, per lb. (453.6 gm)"
1996-07-01,2.542,"Bacon, sliced, per lb. (453.6 gm)"
1997-07-01,2.718,"Bacon, sliced, per lb. (453.6 gm)"
1998-07-01,2.517,"Bacon, sliced, per lb. (453.6 gm)"
1999-07-01,2.503,"Bacon, sliced, per lb. (453.6 gm)"
2000-07-01,3.168,"Bacon, sliced, per lb. (453.6 gm)"
2001-07-01,3.324,"Bacon, sliced, per lb. (453.6 gm)"
2002-07-01,3.231,"Bacon, sliced, per lb. (453.6 gm)"
2003-07-01,3.155,"Bacon, sliced, per lb. (453.6 gm)"
2004-07-01,3.47,"Bacon, sliced, per lb. (453.6 gm)"
2005-07-01,3.478,"Bacon, sliced, per lb. (453.6 gm)"
2006-07-01,3.508,"Bacon, sliced, per lb. (453.6 gm)"
2007-07-01,3.723,"Bacon, sliced, per lb. (453.6 gm)"
2008-07-01,3.605,"Bacon, sliced, per lb. (453.6 gm)"
2009-07-01,3.64,"Bacon, sliced, per lb. (453.6 gm)"
2010-07-01,4.213,"Bacon, sliced, per lb. (453.6 gm)"
2011-07-01,4.755,"Bacon, sliced, per lb. (453.6 gm)"
2012-07-01,4.365,"Bacon, sliced, per lb. (453.6 gm)"
2013-07-01,5.494,"Bacon, sliced, per lb. (453.6 gm)"
2014-07-01,6.009,"Bacon, sliced, per lb. (453.6 gm)"
2015-07-01,5.184,"Bacon, sliced, per lb. (453.6 gm)"
2016-07-01,5.454,"Bacon, sliced, per lb. (453.6 gm)"
2017-07-01,5.819,"Bacon, sliced, per lb. (453.6 gm)"
2018-07-01,5.418,"Bacon, sliced, per lb. (453.6 gm)"
2019-07-01,5.701,"Bacon, sliced, per lb. (453.6 gm)"
2020-07-01,5.776,"Bacon, sliced, per lb. (453.6 gm)"
1980-08-01,1.469,"Bacon, sliced, per lb. (453.6 gm)"
1981-08-01,1.693,"Bacon, sliced, per lb. (453.6 gm)"
1982-08-01,2.2,"Bacon, sliced, per lb. (453.6 gm)"
1983-08-01,1.876,"Bacon, sliced, per lb. (453.6 gm)"
1984-08-01,1.902,"Bacon, sliced, per lb. (453.6 gm)"
1985-08-01,1.96,"Bacon, sliced, per lb. (453.6 gm)"
1986-08-01,2.332,"Bacon, sliced, per lb. (453.6 gm)"
1987-08-01,2.284,"Bacon, sliced, per lb. (453.6 gm)"
1988-08-01,1.879,"Bacon, sliced, per lb. (453.6 gm)"
1989-08-01,1.721,"Bacon, sliced, per lb. (453.6 gm)"
1990-08-01,2.243,"Bacon, sliced, per lb. (453.6 gm)"
1991-08-01,2.219,"Bacon, sliced, per lb. (453.6 gm)"
1992-08-01,1.938,"Bacon, sliced, per lb. (453.6 gm)"
1993-08-01,1.954,"Bacon, sliced, per lb. (453.6 gm)"
1994-08-01,1.987,"Bacon, sliced, per lb. (453.6 gm)"
1995-08-01,1.968,"Bacon, sliced, per lb. (453.6 gm)"
1996-08-01,2.682,"Bacon, sliced, per lb. (453.6 gm)"
1997-08-01,2.755,"Bacon, sliced, per lb. (453.6 gm)"
1998-08-01,2.513,"Bacon, sliced, per lb. (453.6 gm)"
1999-08-01,2.543,"Bacon, sliced, per lb. (453.6 gm)"
2000-08-01,3.2,"Bacon, sliced, per lb. (453.6 gm)"
2001-08-01,3.468,"Bacon, sliced, per lb. (453.6 gm)"
2002-08-01,3.269,"Bacon, sliced, per lb. (453.6 gm)"
2003-08-01,3.229,"Bacon, sliced, per lb. (453.6 gm)"
2004-08-01,3.622,"Bacon, sliced, per lb. (453.6 gm)"
2005-08-01,3.442,"Bacon, sliced, per lb. (453.6 gm)"
2006-08-01,3.559,"Bacon, sliced, per lb. (453.6 gm)"
2007-08-01,3.798,"Bacon, sliced, per lb. (453.6 gm)"
2008-08-01,3.842,"Bacon, sliced, per lb. (453.6 gm)"
2009-08-01,3.588,"Bacon, sliced, per lb. (453.6 gm)"
2010-08-01,4.353,"Bacon, sliced, per lb. (453.6 gm)"
2011-08-01,4.77,"Bacon, sliced, per lb. (453.6 gm)"
2012-08-01,4.609,"Bacon, sliced, per lb. (453.6 gm)"
2013-08-01,5.618,"Bacon, sliced, per lb. (453.6 gm)"
2014-08-01,6.068,"Bacon, sliced, per lb. (453.6 gm)"
2015-08-01,5.41,"Bacon, sliced, per lb. (453.6 gm)"
2016-08-01,5.448,"Bacon, sliced, per lb. (453.6 gm)"
2017-08-01,6.241,"Bacon, sliced, per lb. (453.6 gm)"
2018-08-01,5.577,"Bacon, sliced, per lb. (453.6 gm)"
2019-08-01,5.576,"Bacon, sliced, per lb. (453.6 gm)"
2020-08-01,5.559,"Bacon, sliced, per lb. (453.6 gm)"
1980-09-01,1.617,"Bacon, sliced, per lb. (453.6 gm)"
1981-09-01,1.753,"Bacon, sliced, per lb. (453.6 gm)"
1982-09-01,2.36,"Bacon, sliced, per lb. (453.6 gm)"
1983-09-01,1.914,"Bacon, sliced, per lb. (453.6 gm)"
1984-09-01,1.889,"Bacon, sliced, per lb. (453.6 gm)"
1985-09-01,1.926,"Bacon, sliced, per lb. (453.6 gm)"
